orderNo,customerID,firstName,lastName,gender,income,education,occupation,productCost,saleAmount,item,itemCategory,saleCountry,Profit,Region
SO52875,16812,Alexa,Richardson,F,60000,Partial College,Professional,1082.51,1700.99,"Road-350-W Yellow, 44",Components,United States,618.48,North America
SO53755,21741,Alexa,Sanders,F,70000,Partial College,Professional,294.5797,539.99,"Mountain-500 Black, 40",Bikes,Canada,245.4103,North America
SO56362,19127,Alexa,Sanchez,F,70000,Graduate Degree,Professional,308.2179,564.99,"Mountain-500 Silver, 40",Bikes,United States,256.7721,North America
SO60363,14381,Alexa,Cooper,F,70000,Bachelors,Management,1251.9813,2294.99,"Mountain-200 Black, 42",Bikes,United States,1043.0087,North America
SO68939,27107,Alexa,Stewart,F,70000,Graduate Degree,Professional,1481.9379,2384.07,"Touring-1000 Blue, 54",Clothing,United States,902.1321,North America
SO72928,24334,Alexa,James,F,70000,Bachelors,Professional,343.6496,539.99,"Road-750 Black, 44",Components,United States,196.3404,North America
SO73770,28246,Alexa,Gray,F,80000,Partial College,Professional,1481.9379,2384.07,"Touring-1000 Yellow, 50",Clothing,United States,902.1321,North America
SO47505,26307,Alexander,Miller,M,60000,Bachelors,Skilled Manual,1117.8559,2071.4196,"Mountain-200 Silver, 38",Bikes,United States,953.5637,North America
SO48266,13713,Alexander,Walker,M,60000,Graduate Degree,Skilled Manual,1518.7864,2443.35,"Road-250 Red, 52",Components,United States,924.5636,North America
SO49602,15737,Alexander,Robinson,M,120000,Graduate Degree,Management,486.7066,782.99,"Road-650 Red, 52",Components,United States,296.2834,North America
SO50124,27114,Alexander,Thompson,M,70000,Graduate Degree,Professional,1117.8559,2071.4196,"Mountain-200 Silver, 38",Bikes,United States,953.5637,North America
SO51433,26307,Alexander,Miller,M,60000,Bachelors,Skilled Manual,461.4448,742.35,"Touring-3000 Blue, 58",Clothing,United States,280.9052,North America
SO58016,20030,Alexander,Harris,M,60000,Bachelors,Skilled Manual,713.0798,1120.49,"Road-550-W Yellow, 48",Components,United States,407.4102,North America
SO61301,16747,Alexander,Davis,M,40000,High School,Skilled Manual,1554.9479,2443.35,"Road-250 Black, 52",Components,United States,888.4021,North America
SO65372,15737,Alexander,Robinson,M,120000,Graduate Degree,Management,1251.9813,2294.99,"Mountain-200 Black, 42",Bikes,United States,1043.0087,North America
SO67395,27114,Alexander,Thompson,M,70000,Graduate Degree,Professional,1481.9379,2384.07,"Touring-1000 Yellow, 54",Clothing,United States,902.1321,North America
SO71408,18351,Alexander,Smith,M,70000,Partial College,Skilled Manual,1265.6195,2319.99,"Mountain-200 Silver, 46",Bikes,United States,1054.3705,North America
SO73562,13713,Alexander,Walker,M,60000,Graduate Degree,Skilled Manual,1265.6195,2319.99,"Mountain-200 Silver, 42",Bikes,United States,1054.3705,North America
SO44197,28096,Alexandra,Stewart,F,60000,Partial College,Skilled Manual,2171.2942,3578.27,"Road-150 Red, 48",Components,United States,1406.9758,North America
SO44682,28797,Alexandra,Wood,F,40000,Partial College,Clerical,2171.2942,3578.27,"Road-150 Red, 62",Components,United States,1406.9758,North America
SO45011,22268,Alexandra,Barnes,F,60000,Graduate Degree,Professional,2171.2942,3578.27,"Road-150 Red, 52",Components,Canada,1406.9758,North America
SO45090,29170,Alexandra,Adams,F,60000,Bachelors,Professional,2171.2942,3578.27,"Road-150 Red, 62",Components,United States,1406.9758,North America
SO45358,23172,Alexandra,Thomas,F,60000,Graduate Degree,Professional,2171.2942,3578.27,"Road-150 Red, 48",Components,Canada,1406.9758,North America
SO46503,12764,Alexandra,Harris,F,30000,Partial College,Clerical,2171.2942,3578.27,"Road-150 Red, 62",Components,United States,1406.9758,North America
SO46568,12761,Alexandra,Richardson,F,60000,Graduate Degree,Skilled Manual,2171.2942,3578.27,"Road-150 Red, 48",Components,United States,1406.9758,North America
SO47086,13378,Alexandra,Bailey,F,70000,Partial College,Professional,1320.6838,2181.5625,"Road-250 Black, 44",Components,United States,860.8787,North America
SO47536,14088,Alexandra,Lopez,F,30000,Partial High School,Clerical,605.6492,1000.4375,"Road-550-W Yellow, 44",Components,United States,394.7883,North America
SO47651,25911,Alexandra,Sanders,F,40000,High School,Skilled Manual,1320.6838,2181.5625,"Road-250 Black, 52",Components,Canada,860.8787,North America
SO48630,26623,Alexandra,Ross,F,50000,Partial College,Skilled Manual,1105.81,2049.0982,"Mountain-200 Black, 38",Bikes,United States,943.2882,North America
SO48871,20736,Alexandra,Howard,F,40000,Partial College,Clerical,1105.81,2049.0982,"Mountain-200 Black, 42",Bikes,Canada,943.2882,North America
SO49795,27093,Alexandra,Martin,F,70000,Graduate Degree,Professional,1117.8559,2071.4196,"Mountain-200 Silver, 42",Bikes,United States,953.5637,North America
SO50426,21642,Alexandra,Rodriguez,F,60000,Bachelors,Skilled Manual,1117.8559,2071.4196,"Mountain-200 Silver, 42",Bikes,Canada,953.5637,North America
SO50766,13977,Alexandra,Brown,F,100000,Bachelors,Management,1518.7864,2443.35,"Road-250 Red, 48",Components,United States,924.5636,North America
SO52518,23172,Alexandra,Thomas,F,60000,Graduate Degree,Professional,755.1508,1214.85,"Touring-2000 Blue, 50",Clothing,Canada,459.6992,North America
SO54702,14107,Alexandra,Garcia,F,40000,High School,Skilled Manual,419.7784,769.49,"Mountain-400-W Silver, 38",Bikes,Canada,349.7116,North America
SO55660,12764,Alexandra,Harris,F,30000,Partial College,Clerical,419.7784,769.49,"Mountain-400-W Silver, 40",Bikes,United States,349.7116,North America
SO56478,19820,Alexandra,Coleman,F,60000,High School,Professional,713.0798,1120.49,"Road-550-W Yellow, 48",Components,United States,407.4102,North America
SO57356,13378,Alexandra,Bailey,F,70000,Partial College,Professional,1251.9813,2294.99,"Mountain-200 Black, 38",Bikes,United States,1043.0087,North America
SO58454,14088,Alexandra,Lopez,F,30000,Partial High School,Clerical,1082.51,1700.99,"Road-350-W Yellow, 42",Components,United States,618.48,North America
SO60116,17386,Alexandra,Scott,F,60000,Graduate Degree,Skilled Manual,1082.51,1700.99,"Road-350-W Yellow, 42",Components,United States,618.48,North America
SO60733,13977,Alexandra,Brown,F,100000,Bachelors,Management,1251.9813,2294.99,"Mountain-200 Black, 42",Bikes,United States,1043.0087,North America
SO63056,17565,Alexandra,Murphy,F,50000,Bachelors,Skilled Manual,1082.51,1700.99,"Road-350-W Yellow, 42",Components,United States,618.48,North America
SO63802,26623,Alexandra,Ross,F,50000,Partial College,Skilled Manual,461.4448,742.35,"Touring-3000 Blue, 44",Clothing,United States,280.9052,North America
SO63928,12761,Alexandra,Richardson,F,60000,Graduate Degree,Skilled Manual,1265.6195,2319.99,"Mountain-200 Silver, 46",Bikes,United States,1054.3705,North America
SO65015,22268,Alexandra,Barnes,F,60000,Graduate Degree,Professional,1481.9379,2384.07,"Touring-1000 Blue, 46",Clothing,Canada,902.1321,North America
SO65735,27093,Alexandra,Martin,F,70000,Graduate Degree,Professional,1481.9379,2384.07,"Touring-1000 Blue, 54",Clothing,United States,902.1321,North America
SO66739,13358,Alexandra,Edwards,F,60000,Bachelors,Management,1251.9813,2294.99,"Mountain-200 Black, 42",Bikes,Canada,1043.0087,North America
SO67637,18501,Alexandra,Powell,F,60000,Partial College,Professional,1082.51,1700.99,"Road-350-W Yellow, 40",Components,United States,618.48,North America
SO68324,16866,Alexandra,Parker,F,130000,Bachelors,Management,1251.9813,2294.99,"Mountain-200 Black, 38",Bikes,United States,1043.0087,North America
SO68611,24795,Alexandra,Lewis,F,60000,Bachelors,Skilled Manual,1481.9379,2384.07,"Touring-1000 Blue, 46",Clothing,United States,902.1321,North America
SO68612,21642,Alexandra,Rodriguez,F,60000,Bachelors,Skilled Manual,343.6496,539.99,"Road-750 Black, 48",Components,Canada,196.3404,North America
SO68617,18558,Alexandra,Price,F,60000,Graduate Degree,Professional,1082.51,1700.99,"Road-350-W Yellow, 40",Components,United States,618.48,North America
SO69079,19209,Alexandra,Nelson,F,30000,High School,Clerical,343.6496,539.99,"Road-750 Black, 52",Components,United States,196.3404,North America
SO69934,23832,Alexandra,Ramirez,F,50000,Bachelors,Skilled Manual,343.6496,539.99,"Road-750 Black, 44",Components,United States,196.3404,North America
SO70809,23857,Alexandra,Anderson,F,60000,Graduate Degree,Professional,343.6496,539.99,"Road-750 Black, 52",Components,United States,196.3404,North America
SO71478,23844,Alexandra,Gonzales,F,60000,Bachelors,Skilled Manual,343.6496,539.99,"Road-750 Black, 44",Components,United States,196.3404,North America
SO71739,16914,Alexandra,Campbell,F,100000,Bachelors,Management,1251.9813,2294.99,"Mountain-200 Black, 42",Bikes,United States,1043.0087,North America
SO73628,20736,Alexandra,Howard,F,40000,Partial College,Clerical,713.0798,1120.49,"Road-550-W Yellow, 42",Components,Canada,407.4102,North America
SO43748,27625,Alexandria,Hughes,F,90000,Partial College,Professional,2171.2942,3578.27,"Road-150 Red, 52",Components,United States,1406.9758,North America
SO44009,27759,Alexandria,Brooks,F,50000,Bachelors,Skilled Manual,2171.2942,3578.27,"Road-150 Red, 56",Components,United States,1406.9758,North America
SO46125,11956,Alexandria,Sandberg,F,40000,High School,Skilled Manual,2171.2942,3578.27,"Road-150 Red, 62",Components,United States,1406.9758,North America
SO46771,13068,Alexandria,Morris,F,30000,High School,Skilled Manual,1320.6838,2181.5625,"Road-250 Black, 52",Components,United States,860.8787,North America
SO46821,24824,Alexandria,Wood,F,40000,Bachelors,Professional,1320.6838,2181.5625,"Road-250 Black, 52",Components,Canada,860.8787,North America
SO47151,25363,Alexandria,Gray,F,30000,High School,Skilled Manual,1518.7864,2443.35,"Road-250 Red, 52",Components,Canada,924.5636,North America
SO47530,15312,Alexandria,Gonzales,F,60000,Bachelors,Management,486.7066,782.99,"Road-650 Red, 48",Components,United States,296.2834,North America
SO48862,26805,Alexandria,Reed,F,60000,Partial College,Skilled Manual,1117.8559,2071.4196,"Mountain-200 Silver, 38",Bikes,United States,953.5637,North America
SO54141,22745,Alexandria,Patterson,F,40000,High School,Professional,343.6496,539.99,"Road-750 Black, 44",Components,United States,196.3404,North America
SO54765,19725,Alexandria,Ramirez,F,40000,Partial College,Professional,713.0798,1120.49,"Road-550-W Yellow, 38",Components,United States,407.4102,North America
SO55087,24670,Alexandria,Ross,F,70000,Bachelors,Management,1481.9379,2384.07,"Touring-1000 Yellow, 54",Clothing,United States,902.1321,North America
SO55791,13068,Alexandria,Morris,F,30000,High School,Skilled Manual,308.2179,564.99,"Mountain-500 Silver, 52",Bikes,United States,256.7721,North America
SO58770,20068,Alexandria,Peterson,F,40000,Partial College,Clerical,713.0798,1120.49,"Road-550-W Yellow, 42",Components,United States,407.4102,North America
SO59249,11956,Alexandria,Sandberg,F,40000,High School,Skilled Manual,1251.9813,2294.99,"Mountain-200 Black, 38",Bikes,United States,1043.0087,North America
SO61535,22733,Alexandria,Powell,F,80000,Bachelors,Management,343.6496,539.99,"Road-750 Black, 44",Components,United States,196.3404,North America
SO65491,13209,Alexandria,Bailey,F,60000,Bachelors,Management,1265.6195,2319.99,"Mountain-200 Silver, 46",Bikes,Canada,1054.3705,North America
SO66735,19841,Alexandria,Jenkins,F,70000,Bachelors,Management,308.2179,564.99,"Mountain-500 Silver, 48",Bikes,United States,256.7721,North America
SO67471,17476,Alexandria,Stewart,F,60000,Graduate Degree,Management,1082.51,1700.99,"Road-350-W Yellow, 48",Components,Canada,618.48,North America
SO67955,18234,Alexandria,Russell,F,60000,Bachelors,Professional,1082.51,1700.99,"Road-350-W Yellow, 40",Components,United States,618.48,North America
SO68461,18366,Alexandria,Richardson,F,60000,Partial College,Skilled Manual,1082.51,1700.99,"Road-350-W Yellow, 40",Components,United States,618.48,North America
SO69763,15312,Alexandria,Gonzales,F,60000,Bachelors,Management,419.7784,769.49,"Mountain-400-W Silver, 40",Bikes,United States,349.7116,North America
SO70438,27625,Alexandria,Hughes,F,90000,Partial College,Professional,1481.9379,2384.07,"Touring-1000 Blue, 54",Clothing,United States,902.1321,North America
SO70444,17691,Alexandria,Bradley,F,50000,Graduate Degree,Skilled Manual,1082.51,1700.99,"Road-350-W Yellow, 44",Components,Canada,618.48,North America
SO71980,18840,Alexandria,Barnes,F,80000,Partial College,Professional,1251.9813,2294.99,"Mountain-200 Black, 42",Bikes,United States,1043.0087,North America
SO72836,22241,Alexandria,Washington,F,40000,Bachelors,Skilled Manual,713.0798,1120.49,"Road-550-W Yellow, 42",Components,United States,407.4102,North America
SO46248,14896,Alexia,Flores,F,40000,Partial College,Clerical,413.1463,699.0982,"Road-650 Red, 62",Components,United States,285.9519,North America
SO47832,13478,Alexia,Coleman,F,70000,High School,Professional,1518.7864,2443.35,"Road-250 Red, 48",Components,United States,924.5636,North America
SO50830,27613,Alexia,Washington,F,60000,High School,Professional,486.7066,782.99,"Road-650 Black, 58",Components,Canada,296.2834,North America
SO52835,22281,Alexia,Diaz,F,60000,Graduate Degree,Professional,343.6496,539.99,"Road-750 Black, 52",Components,United States,196.3404,North America
SO59195,25418,Alexia,Hayes,F,50000,Bachelors,Skilled Manual,755.1508,1214.85,"Touring-2000 Blue, 46",Clothing,United States,459.6992,North America
SO59452,13478,Alexia,Coleman,F,70000,High School,Professional,1265.6195,2319.99,"Mountain-200 Silver, 38",Bikes,United States,1054.3705,North America
SO68657,14896,Alexia,Flores,F,40000,Partial College,Clerical,419.7784,769.49,"Mountain-400-W Silver, 40",Bikes,United States,349.7116,North America
SO72834,23882,Alexia,Butler,F,80000,Graduate Degree,Professional,343.6496,539.99,"Road-750 Black, 58",Components,United States,196.3404,North America
SO44450,28294,Alexis,Jenkins,F,60000,Partial High School,Skilled Manual,2171.2942,3578.27,"Road-150 Red, 62",Components,United States,1406.9758,North America
SO45461,28646,Alexis,Moore,F,50000,Graduate Degree,Skilled Manual,2171.2942,3578.27,"Road-150 Red, 44",Components,Canada,1406.9758,North America
SO46426,26107,Alexis,Thomas,F,130000,Bachelors,Management,1912.1544,3399.99,"Mountain-100 Silver, 38",Bikes,United States,1487.8356,North America
SO46499,12179,Alexis,Jones,F,50000,Graduate Degree,Management,2171.2942,3578.27,"Road-150 Red, 62",Components,United States,1406.9758,North America
SO48946,26725,Alexis,Smith,F,60000,Partial High School,Skilled Manual,1105.81,2049.0982,"Mountain-200 Black, 38",Bikes,United States,943.2882,North America
SO49590,21348,Alexis,Patterson,F,70000,Graduate Degree,Management,1105.81,2049.0982,"Mountain-200 Black, 42",Bikes,Canada,943.2882,North America
SO50899,15983,Alexis,Ross,F,160000,Partial College,Professional,486.7066,782.99,"Road-650 Black, 58",Components,United States,296.2834,North America
SO58010,25386,Alexis,Perry,F,40000,Bachelors,Skilled Manual,755.1508,1214.85,"Touring-2000 Blue, 60",Clothing,United States,459.6992,North America
SO59266,19414,Alexis,Ashe,F,60000,Bachelors,Professional,713.0798,1120.49,"Road-550-W Yellow, 44",Components,Canada,407.4102,North America
SO60756,20291,Alexis,Walker,F,40000,High School,Skilled Manual,713.0798,1120.49,"Road-550-W Yellow, 48",Components,United States,407.4102,North America
SO61767,12179,Alexis,Jones,F,50000,Graduate Degree,Management,1265.6195,2319.99,"Mountain-200 Silver, 42",Bikes,United States,1054.3705,North America
SO64666,26107,Alexis,Thomas,F,130000,Bachelors,Management,1481.9379,2384.07,"Touring-1000 Blue, 46",Clothing,United States,902.1321,North America
SO65432,15983,Alexis,Ross,F,160000,Partial College,Professional,1251.9813,2294.99,"Mountain-200 Black, 46",Bikes,United States,1043.0087,North America
SO70443,23849,Alexis,Simmons,F,60000,Graduate Degree,Professional,343.6496,539.99,"Road-750 Black, 52",Components,United States,196.3404,North America
SO72620,18428,Alexis,Henderson,F,70000,Graduate Degree,Management,1251.9813,2294.99,"Mountain-200 Black, 46",Bikes,United States,1043.0087,North America
SO72782,19002,Alexis,Thompson,F,60000,Partial College,Professional,1082.51,1700.99,"Road-350-W Yellow, 44",Components,United States,618.48,North America
SO72820,21348,Alexis,Patterson,F,70000,Graduate Degree,Management,1265.6195,2319.99,"Mountain-200 Silver, 38",Bikes,Canada,1054.3705,North America
SO44022,22008,Alisha,Ye,F,40000,High School,Skilled Manual,2171.2942,3578.27,"Road-150 Red, 52",Components,Canada,1406.9758,North America
SO46576,24757,Alisha,She,F,40000,Partial College,Clerical,2171.2942,3578.27,"Road-150 Red, 62",Components,Canada,1406.9758,North America
SO55732,19775,Alisha,Cai,F,40000,High School,Skilled Manual,713.0798,1120.49,"Road-550-W Yellow, 38",Components,United States,407.4102,North America
